,Alemão,Português
44247,tätowierte,tatuado
44248,brösel,Brösel
44249,fluchtwege,rotas de fuga
44250,sigi,sigi
44251,umprogrammieren,reprogramar
44252,mixt,misturado
44253,folgsam,folgsam
44254,nomen,nome
44255,peppi,peppi
44256,lazy,preguiçoso
44257,thora,thora
44258,dal,de
44259,jüngern,mais jovem
44260,vittoria,vitória
44261,bürgschaft,garantia
44262,qualifizierter,qualificado
44263,borneo,bornéu
44264,funktionierendes,funcionamento
44265,zugedreht,recusado
44266,ls,ls
44267,schimmert,gleams
44268,wiedergabe,reprodução
44269,diamonds,diamantes
44270,comment,Comente
44271,kopfschmuck,cocar
44272,comfort,conforto
44273,türschloss,Türschloss
44274,ausgemustert,aposentado
44275,kamil,kamil
44276,niedergemacht,rasgar
44277,stabilisatoren,estabilizadores
44278,copper,cobre
44279,finalisten,finalistas
44280,protokolliert,logged
44281,good-bye,adeus
44282,bistja,bistja
44283,mathematischen,matemático
44284,rotznasen,rotznasen
44285,tracks,faixas
44286,vorsorge,prevenção
44287,toomey,toomey
44288,überbrückung,bridging
44289,krisensitzung,reunião de crise
44290,geistesblitz,chuva de ideias
44291,scheuklappen,Bloqueios
44292,sprint,corrida
44293,prom,baile de formatura
44294,beschaffung,Compras
44295,loo,para
44296,lüstern,lascivamente
44297,sprachrohr,bocal
44298,jolinar,Jolinar
44299,einzuschränken,limite
44300,lizenzen,licenças
44301,entschlüsselung,descriptografia
44302,neueren,mais novo
44303,kläfft,kläfft
44304,xy,xy
44305,ak-47,se 47
44306,tobruk,tobruk
44307,franklins,Franklin
44308,sadler,Sadler
44309,reinlegt,puramente conjuntos
44310,leaf,Folha
44311,ergibst,ergibst
44312,kitten,gatinho
44313,unbequeme,desconfortável
44314,bleichgesichter,pálido rostos
44315,aufgeholt,apanhados
44316,loskommen,loskommen
44317,anschlüsse,conexões
44318,schreienden,gritando
44319,eigentümerin,proprietário
44320,heckt,Heckt
44321,portman,Portman
44322,macon,Macon
44323,klingonisch,Klidagonisc
44324,kurzgeschlossen,em curto
44325,verschrottet,desmantelada
44326,narbengewebe,tecido sicatricial
44327,unabhängiges,independente
44328,mittleres,média
44329,ersteigert,leiloada
44330,johs,Johs
44331,lovett,Lovett
44332,patentieren,patente
44333,hirni,Hirni
44334,naiver,Goonies
44335,mutterinstinkt,instinto de mãe
44336,wiederauferstehen,ressuscitado
44337,atomraketen,atomraketen
44338,ankamst,ankamst
44339,erzdiözese,arquidiocese
44340,bain,banho
44341,griffins,grifos
44342,zusammenpasst,partidas
44343,jehova,SENHOR
44344,golfball,bola de golfe
44345,zana,fadas
44346,tibbs,tibbs
44347,dienstfrei,dever
44348,sanni,sanni
44349,evolet,Evolet
44350,percys,Percys
44351,angefragt,Requeridos
44352,durchgedrungen,penetrado
44353,makellosen,perfeito
44354,firestorm,tempestade de fogo
44355,nachforschung,investigação
44356,shangri-la,shangri-la
44357,loved,amavam
44358,longworth,Longworth
44359,ehrgeizigen,ambicioso
44360,stockdunkel,stockdunkel
44361,paganini,Paganini
44362,vergütung,compensação
44363,haarbürste,haarbürste
44364,goldenem,dourado
44365,diensthabenden,dever
44366,tötungen,kills
44367,totti,totti
44368,akustische,acústico
44369,hirnlose,sem cérebro
44370,tars,alcatrões
44371,galra,galR
44372,vermittle,mediar
44373,türrahmen,Moldura da porta
44374,planchet,planchet
44375,anketten,a pesquisa
44376,humpty,humpty
44377,aufenthaltsgenehmigung,autorização de residência
44378,medizinstudenten,estudantes de medicina
44379,charon,variáveis
44380,bezeichnest,ninho marcada
44381,kraus,Kraus
44382,wal-mart,Wal-Mart
44383,ausmerzen,extirpar
44384,zugeknallt,Slammed
44385,mutmaßungen,conjecturas
44386,ringfinger,dedo anelar
44387,chameleon,camaleão
44388,emblem,emblema
44389,streifenhörnchen,esquilos
44390,rausspazieren,ir embora
44391,ater,ater
44392,rums,espaço
44393,barista,barista
44394,geologen,geologen
44395,degra,degra
44396,konsens,consenso
44397,höllenhunde,höllenhunde
44398,genna,genna
44399,souvenirladen,loja de lembranças
44400,plündert,loots
44401,rileys,Rileys
44402,o-saft,o-suco
44403,presto,em breve
44404,einschaltet,voltas
44405,worthington,Worthington
44406,beobachtungsposten,posto de observação
44407,pee-wee,urinar-pequenino
44408,präsentierteller,salva
44409,durchsprechen,falar através
44410,erzieherin,educador
44411,entlohnen,pagar
44412,bogotá,Bogotá
44413,kürbiskuchen,torta de abóbora
44414,verantwortungsvoller,responsável
44415,verwechselte,desconcertado
44416,zischl,zischl
44417,sportlichen,Esportes
44418,gründerin,fundadora
44419,calle,rua
44420,zogst,foste
44421,normalisieren,normalizar
44422,bestechungsgelder,subornos
44423,insektenspray,spray de inseticida
44424,mundtot,silenciada
44425,geldscheine,Geldscheine
44426,vesper,entardecer
44427,constantin,Constantin
44428,piccadilly,piccadilly
44429,überzeugter,acérrimo
44430,xanadu,Xanadu
44431,anzuregen,para estimular
44432,vollzieht,leva
44433,augustin,Augustine
44434,übermaß,excesso
44435,gilliam,gilliam
44436,verschwitzten,suado
44437,osmanischen,otomano
44438,aufeinandertreffen,Conheçer
44439,naiven,naiven
44440,nüchternheit,sobriedade
44441,thibault,Thibault
44442,abschlussprüfungen,Exame final
44443,aufständische,insurrecional
44444,michal,Michael
44445,entgegenstellen,opor
44446,anfängen,primórdios
44447,taipeh,Taipei
44448,fork,Forquilha
44449,amnesty,anistia
44450,bliebst,bliebst
44451,joakim,Joakim
44452,montrose,Montrose
44453,derbe,duro
44454,gesundheitliche,saúde
44455,search,procurar
44456,mignon,bonitinho
44457,raffi,Raffi
44458,überwachst,überwachst
44459,göttinnen,deusas
44460,mangelhaft,inadequado
44461,lothringen,lorraine
44462,befangenheit,parcialidade
44463,ventress,ventress
44464,huf,casco
44465,riddler,riddler
44466,kreditwürdigkeit,solvabilidade
44467,kolya,kolya
44468,streichermusik,música cordas
44469,dna-spuren,Trilhas dna
44470,schönheitskönigin,Linda rainha
44471,bezeichneten,designado
44472,flugzeuges,", avião"
44473,silverado,silverado
44474,mikkel,MIKKEL
44475,zerzaust,zerzaust
44476,beiboot,bote
44477,entourage,comitiva
44478,unwiderstehliche,irresistível
44479,chatswin,chatswin
44480,schuldeingeständnis,admissão de culpa
44481,jette,lança
44482,wendt,Wendt
44483,trittbrettfahrer,motorista trittbrett
44484,dreifaches,triplo
44485,payton,Payton
44486,körperfunktionen,funções corporais
44487,stadträte,vereadores
44488,umkehr,mudança
44489,reederei,transportadora
44490,kandidatinnen,dentro candidato
44491,durchschlafen,através do sono
44492,push,Empurre
44493,geheimhalten,guarde segredo
44494,liefer,entregar
44495,magi,magi
44496,salisbury,Salisbury
44497,gepolter,poled
44498,windrichtung,Direção do vento
44499,klingende,soando
44500,centurio,centurião
44501,laughlin,Laughlin
44502,desertieren,desertieren
44503,trenchcoat,trenchcoat
44504,finish,Finalizar
44505,beurlauben,beurlauben
44506,kojak,kojak
44507,annähern,aproximação
44508,kleidchen,vestidinho
44509,cowan,Cowan
44510,offensiv,ofensiva
44511,kuala,estuário
44512,schals,lenços
44513,abstrakte,resumo
44514,linguchon,linguchon
44515,hofdamen,A dama
44516,missbilligen,senhorita Bill novamente
44517,zurückziehe,retirar o
44518,techno-musik,techno-music
44519,verseuchung,contaminação
44520,higher,superior
44521,reichstag,reichstag
44522,kribbelig,formigamento
44523,schnappschuss,instantâneo
44524,maréchal,marechal
44525,stampft,stomps
44526,uuh,uuh
44527,firmament,firmamento
44528,tanzstunde,aula de dança
44529,verwirrende,confundindo
44530,hedgefonds,fundos de hedge
44531,ocho,Oito
44532,kartenhaus,Castelo de cartas
44533,stillt,definir
44534,pazifischen,Pacífico
44535,giftspritze,seringa veneno
44536,riesenparty,grande festa
44537,zudröhnen,zudröhnen
44538,wiederbringen,trazer de volta
44539,enthüllte,revelou
44540,rubens,rubens
44541,lemur,lémure
44542,halbmond,crescente
44543,verfälscht,falsificado
44544,derzui,derzui
44545,zurückzukriegen,zurückzukriegen
44546,shakaar,Skar
44547,anleitungen,instruções
44548,blakely,Blakely
44549,hüpfburg,Castelo inflável
44550,besorgniserregend,preocupante
44551,sicherheitspolizei,polícia de segurança
44552,scoob,Scoob
44553,neutralität,neutralidade
44554,adelige,altivamente
44555,floty,frota
44556,übertönen,afogar
44557,klackern,klackern
44558,sweater,agasalho
44559,seuchenschutzbehörde,Agência de Proteção doença
44560,blanken,brancos
44561,leichteres,mais fácil
44562,sprichwörtlich,proverbial
44563,irrtümer,falácias
44564,ritterlich,cavalheiresco
44565,kusch,kusch
44566,geheimcode,codigo secreto
44567,typs,modelo
44568,zunähen,costurar
44569,abschleppdienst,serviço de assistência
44570,steigende,Aumentar
44571,colada,lavagem
44572,stund,enquanto
44573,matsuko,Matsuko
44574,ausflippst,Frettin
44575,unterhaltszahlungen,entreter pagamentos
44576,umkamen,Ramen
44577,firmenpolitik,política
44578,hausherrin,anfitriã
44579,inschallah,inschallah
44580,latham,Latham
44581,hoboken,Hoboken
44582,erprobt,comprovado
44583,ersaufen,afogar
44584,kommilitonen,colegas estudantes
44585,spaßige,Diversão
44586,mcclure,McClure
44587,emanzipation,libertação
44588,turning,girando
44589,stallbursche,stallbursche
44590,männlein,Masculino
44591,absieht,separado
44592,fertigmacht,tomada acabado
44593,mangelnder,falta de
44594,ankleiden,vestir-se
44595,geprellt,enganado
44596,tubus,tubus
44597,schürt,mexe
44598,stromkabel,cabo de energia
44599,weggerissen,rasgado
44600,versprüht,pulverizado
44601,kazumi,Kazumi
44602,fälschlich,falso
44603,hingeworfen,jogado
44604,treville,Tréville
44605,kyuzo,Kyuzo
44606,bezüge,tampas
44607,gesell,gesell
44608,streitsüchtig,briguento
44609,züchte,raça
44610,ungleich,desigual
44611,zauberers,", Mago"
44612,hypnotiseur,Hypnotiseur
44613,dannen,daí
44614,durchwahl,discagem direta
44615,vergnügens,prazer
44616,betrinke,betrinke
44617,übermittlung,transmissão
44618,ältestenrat,Elders
44619,nachgucken,Verifica
44620,marriott,Marriott
44621,vermasselte,vermasselte
44622,jonni,Jonni
44623,schauspielunterricht,ensino espetáculo
44624,gunmar,Gunmr
44625,plädiere,pleitear
44626,ankurbeln,impulso
44627,verschleppen,abduzir
44628,lockdown,confinamento
44629,forsche,pesquisa
44630,diakon,diácono
44631,unverkennbar,inequivocamente
44632,devils,Demonios
44633,evangeline,Evangeline
44634,teebeutel,Chá em saquinho
44635,vertretbar,justificável
44636,babysachen,coisas do bebê
44637,friedensstifter,pacificador
44638,durchschnitten,entrecortada
44639,kir,estava
44640,doller,Doller
44641,jenner,Jenner
44642,kalibers,calibres
44643,achtmal,oito vezes
44644,engere,mais estreito
44645,kampagnen,campanhas
44646,instabilen,instável
44647,verlässlichen,de confiança
44648,gap,Gap = Vão
44649,sabata,sapato
44650,boxe,caixas de som
44651,erdbeer,morango
44652,eheleute,eheleute
44653,spukhaus,Spukus
44654,verhaftest,verhaftest
44655,nagut,nagut
44656,irakische,iraquiano
44657,rayborn,rayborn
44658,gegebenheiten,condições
44659,bedrohlicher,ameaçador
44660,mmmm,mmmm
44661,schwindsucht,consumo
44662,fischmarkt,mercado de Peixe
44663,kragenweite,gola larga
44664,kala,a partir de
44665,abrasieren,abrasieren
44666,yonkers,Yonkers
44667,kinderbetreuung,puericultura
44668,peitscht,açoitado
44669,hintreten,aproximar
44670,festhältst,estão segurando
44671,angle,ângulo
44672,kanonenboot,kanonenboot
44673,rotzbakke,rotzbakke
44674,aufzuschneiden,cortar
44675,traktoren,tratores
44676,psychospielchen,jogos mentais
44677,tauchgang,mergulhar
44678,eingraben,enterrar
44679,fettigen,gorduroso
44680,taubert,Taubert
44681,salander,salander
44682,übelnehmen,ofender-se
44683,gentry,pequena nobreza
44684,fertigwerden,Preparando-se
44685,svartman,Şvarţman
44686,kindererziehung,Criar os filhos
44687,rumspricht,rumspricht
44688,naqahdah,naqahdah
44689,efeu,hera
44690,illia,illia
44691,unterrock,anágua
44692,koitus,koitus
44693,lisi,lise
44694,begründete,fundado
44695,ponce,chulo
44696,entgegenzutreten,contrariar
44697,fütterung,alimentando
44698,partikeln,partículas
44699,vorsätze,cabeçalhos
44700,schwächeanfall,fraqueza decorrente
44701,süßwarenladen,loja de doces
44702,keisha,keisha
44703,hüpfte,saltado
44704,überreaktion,overreaction
44705,liegenbleiben,deitar-se
44706,umzuwandeln,converter
44707,verhexen,feitiço
44708,nathans,Nathans
44709,argwohn,suspeita
44710,attraktionen,atrações
44711,cowgirl,vaqueira
44712,höchstbietenden,Maior apostador
44713,mcmahon,McMahon
44714,plauderei,bate-papo
44715,recherchierte,pesquisado
44716,erschießung,filmagem
44717,lächele,sorrir
44718,blutsbrüder,irmãos de sangue
44719,ausreißerin,Corra em volta
44720,brautstrauß,Brautstrauss
44721,verwicklung,envolvimento
44722,abzuschrecken,dissuadir
44723,relikte,relíquias
44724,ansprachen,respondeu
44725,erwird,ele vai
44726,perimeter,perímetro
44727,bedauernswerten,lamentável
44728,blossoms,flores
44729,glitzernden,reluzente
44730,monroes,monroes
44731,wasserbomben,bomba de água
44732,mosambik,Moçambique
44733,genovien,genovien
44734,miserablen,miserável
44735,lächerlichste,ridículo
44736,cord,cordão
44737,herzblut,força vital
44738,sängerinnen,cantores
44739,verwettet,verwettet
44740,bärbel,Bärbel
44741,verletzlichkeit,vulnerabilidade
44742,besessenen,controlado
44743,kleist,kleist
44744,unterteilt,dividido
44745,ausschreibung,anúncio
44746,preußischen,prussiano
44747,enterben,enterben
44748,lebensabend,anoitecer
44749,runterkommst,baixo vêm
44750,erschütterte,chocado
44751,ukrainer,ucraniano
44752,symphony,sinfonia
44753,elyse,elyse
44754,jugendgefängnis,prisão juvenil
44755,dagestanden,dagestanden
44756,sicherheitskontrolle,verificação de segurança
44757,belladonna,beladona
44758,wirkstoff,substância ativa
44759,stoßdämpfer,amortecedor
44760,vergewaltige,estupro
44761,vorbereiteten,preparado
44762,stockt,aumentou
44763,boz,cinza
44764,daiquiri,daiquiri
44765,verrücktheiten,unidades de loucos
44766,ungeliebt,mal amada
44767,moderieren,moderado
44768,huxley,Huxley
44769,farn,visualizar
44770,kühlung,resfriamento
44771,salazars,Slshars
44772,brunt,impacto
44773,flunder,flunder
44774,marktes,mercado
44775,bälger,Balger
44776,baran,chuva
44777,herausragend,excepcional
44778,herumzuschnüffeln,bisbilhotar
44779,nobby,próprio de aristocracia
44780,schlappe,derrota
44781,franchise,franquia
44782,bradbury,Bradbury
44783,richy,richy
44784,unaufrichtig,insincero
44785,blutrünstigen,sanguinário
44786,biggie,biggie
44787,lallend,Lllend
44788,beigeben,adicionar
44789,einrahmen,quadro
44790,krister,Krister
44791,gelegentliche,ocasional
44792,shamoto,Shamoto
44793,shizuku,shizuku
44794,matterhorn,matterhorn
44795,abwirft,galpões
44796,shishio,Shishio
44797,bedrohliches,ameaçador
44798,ewigem,Ewiges
44799,fever,febre
44800,römisches,romano
44801,zitierte,citado
44802,teenagerin,adolescente
44803,seemänner,marinheiros
44804,barometer,barômetro
44805,entspringen,surgir de
44806,modisch,à moda
44807,lille,pequena
44808,föderationsschiff,navio federação
44809,vorbehalt,reserva
44810,globaler,global
44811,seany,tosquiar
44812,sprechgesang,canto
44813,massagesalon,salão de massagens
44814,anzeigetafel,placar
44815,fatty,gordinho
44816,steckdosen,tomadas
44817,hock,jarrete
44818,eingehüllt,envolta
44819,poldi,poldi
44820,gefrorenes,congeladas
44821,abenteuerlich,aventureiro
44822,rumzuspielen,brincar
44823,reinkriegen,reinkriegen
44824,angerempelt,jostled
44825,kalkuliert,calculado
44826,sahnehäubchen,cobertura de creme
44827,rer,rer
44828,tutti,todo
44829,schwertfisch,peixe-espada
44830,konzentrierten,concentrado
44831,tausendfach,mil vezes mais
44832,hufschmied,ferreiro
44833,anchovis,anchovis
44834,schädeldecke,teto crânio
44835,cherbourg,Cherbourg
44836,bonney,bonney
44837,schießübungen,prática de alvo
44838,gaunerei,trapaça
44839,freibier,cerveja grátis
44840,milner,Milner
44841,primitiver,primitiver
44842,silberdollar,dólar de prata
44843,verhandele,negociando
44844,gemäht,ceifada
44845,fremdenführer,guia
44846,mädchenschule,escola para meninas
44847,reinfällt,cai para
44848,mireille,Mireille
44849,kitzelig,coceguento
44850,anlaufstelle,anlaufstelle
44851,abzusuchen,Varredura
44852,kniest,Kniest
44853,zivilbevölkerung,"população civil,"
44854,battlestar,battlestar
44855,spärlich,escasso
44856,teigtaschen,teigtaschen
44857,manifestation,demonstração
44858,elfte,décima primeira
44859,dünkirchen,Dünkirchen
44860,negern,negros
44861,müllsäcke,sacos de lixo
44862,prallte,saltado
44863,herumgetrieben,hung em torno de
44864,verschränken,dobrar
44865,karine,Karine
44866,nautilus,náutilo
44867,fortbestehen,continue a existir
44868,tessie,tessie
44869,musikgeschäft,loja de música
44870,minerva,Minerva
44871,analphabeten,analfabeto
44872,roar,rugido
44873,lebhaften,vivaz
44874,weltberühmte,famoso mundialmente
44875,stichhaltig,convincentemente
44876,blutdurst,sanguinário
44877,reingelaufen,puramente executar
44878,mahir,hábil
44879,zustehen,intitulado
44880,tischtuch,toalha de mesa
44881,capito,eu entendi
44882,sexspielzeug,brinquedos sexuais
44883,ordnungshüter,guardião adequada
44884,zurückrufst,zurückrufst
44885,railroad,Ferrovia
44886,jörgen,Jörgen
44887,babou,babou
44888,sinkende,queda
44889,alarme,alarme
44890,artefakten,artefatos
44891,tschaikowski,tchaikovsky
44892,getürkt,getürkt
44893,wolga,Volga
44894,hauptteil,Volume
44895,sozialistische,socialista
44896,kleinerer,menor
44897,struensee,Struensee
44898,legend,lenda
44899,dichterin,poetisa
44900,schlappohr,schlappohr
44901,umkehrung,reversão
44902,alatriste,alatriste
44903,jian,jian
44904,tiefschlag,impacto profundo
44905,bonanza,prosperidade
44906,flauschig,veloso
44907,fiddler,violinista
44908,villiers,Villiers
44909,krimskrams,curlicues
44910,veräppelt,veräppelt
44911,cindys,cindys
44912,angestrengte,tensas
44913,truhen,baús
44914,gatorade,gatorade
44915,tüchtigen,esperto
44916,geldübergabe,dinheiro entrega
44917,fjord,fiorde
44918,sia,estar
44919,abgeklärt,maduro
44920,abregen,acalmar
44921,benzintank,tanque
44922,rhythmisch,rítmico
