Alemão,de-pt,Polonês,pl-pt
reingucken,investigar,rogue,Vampiro
muntert,Felicidades,zapalone,aceso
hinterherlaufen,correr atrás,rangers,guardas
raff,Raff,claudette,Claudette
herzurichten,preparar,kombinezonie,Traje
vail,Vail,podglądaj,olhadinha
eingebüßt,perdido,electric,elétrico
weinenden,choro,przebył,viajei
lateinische,latino,spalcie,queimar
vertikale,vertical,molekuły,moléculas
quartieren,roosts,oszalały,louco
hundebellen,Latido do cachorro,twierdzicie,você diz
biologisches,biológico,oddzwoniłeś,Você me chamar de volta
gemeinwohl,bem-estar público,paleniu,fumador
abgetan,feito com,raku,Câncer
cancan,"pode, pode",szczotkę,escovar
auslöscht,apaga,nocuje,dorme
catelyn,catelyn,wyskoczyłem,Saltei
verpfänden,juramento,rtęć,mercúrio
chemisches,químico,negatywna,negativo
hochrangiger,Senior,tramwaj,eléctrico
bademeister,atendente de piscina,folii,frustrar
einser,-Expandindo,absolutnej,absoluto
schwätzchen,bate-papo,vanessą,Vanessa
silly,boba,żydowskich,judaico
probeessen,alimento amostra,szlachcic,nobre
livius,livius,wykonawczy,executivo
aaarrrgghh,aaarrrgghh,kameleon,camaleão
ratsmitglied,membro do Conselho,asfalt,asfalto
furio,furio,nawiązaliśmy,nós estabelecemos
miri,miri,wsteczny,retrógrado
machtkampf,luta pelo poder,yaxha,Yaxha
konzession,concessão,seen,visto
misserfolge,fracasso,opady,chuva
festtag,Feriado,łączące,linking
shado,shado,pheebs,Pheebs
richtlinie,diretriz,lany,ferro fundido
terrell,Terrell,nathanem,Nathan
trinkgelder,dinheiros beber,osiągnęli,Eles alcançaram
slipper,chinelo,victorem,Vencedor
preisrichter,juiz,sokka,Sokka
epischen,épico,kliknij,clique
airbag,air bag,scene,cena
deflektoren,defletores,piwka,cervejas
unbenutzt,não usado,zapuka,batendo
zing,galvanizar,wycieka,vazando
kampfunfähig,Desativado,zmienicie,mudar o
kindlichen,infância,skomplikowały,complicado
manifestiert,manifestado,złapało,apanhado
schutzbrille,óculos de segurança,watkins,Watkins
betreue,supervisão,zadbamy,cuidar
hoppy,hoppy,wykrwawić,sangrar
regenbögen,arco-íris,fizykiem,físico
nagle,Nagle,czytali,leitura
bereithält,detém,równiez,Além disso
indiens,Índia,shah,xá
sodomie,bestialidade,ustanie,cessação
sümmchen,centavo,suszone,seco
stoffen,materiais,alfę,alfa
gütern,bens,odpalam,incêndios
niederzubrennen,queimar,ronalda,Ronald
konventionellen,convencional,ideału,ideal
vichy,vichy,rzeczowy,material
merc,merc,nieznajomi,estranhos
floor,piso,yamamoto,Yamamoto
bronchitis,bronquite,bilans,Saldo
erzog,educado,dobijają,matando
reisst,rasgos,samobójczą,suicídio
mikrowellen,microondas,osobistymi,pessoal
symbolik,simbolismo,poruszona,endereçado
bouquet,ramalhete,klasyki,clássicos
diktiere,ditar,marnujmy,perder
zobel,zibelina,zużycie,vestem
picture,foto,mccabe,McCabe
florentine,florentino,sierpowy,falcate
rigby,Rigby,korespondencji,correspondência
minotaurus,minotaurus,zajmujący,divertido
zoeys,zoey,gaduła,conversador
vergangener,passado,przelatuje,passes
luftangriffe,ataques aéreos,tajemnicami,segredos
ausgängen,saídas,palermo,Palermo
südwest,sudoeste,zwierza,fera
godfather,Padrinho,kółku,círculo
ausgeprägten,pronunciado,krzak,um arbusto
briar,sarça,szpiegowanie,espionagem
boarding,embarque,panamie,Panamá
budd,Budd,kliniczne,clínico
namensliste,lista de nomes,prosiaczku,leitão
dhabi,dhabi,eryku,Eric
toxische,tóxico,maskotkę,mascote
mikros,mikros,rekompensatę,compensação
würgegriff,stranglehold,tymczasową,temporário
exkommuniziert,excomungada,sparrow,Pardal
aye-aye,sim-ai,wpuściłeś,Você deixa
beths,beth,przełożoną,superior
zaghaft,tímido,podwyższony,aumentou
geschähe,geschähe,zjednoczenia,unificação
abmurksen,magricela,piekny,bonito
umschreibung,paráfrase,gotują,cozinheiro
strasser,strasser,zwolnijcie,desacelerar
klöße,dumplings,zorro,Zorro
nonsens,Absurdo,księżycowa,Luar
bleu,bleu,obiektywnie,objetivamente
weiserthomas,weiserthomas,zacny,nobre
verwelken,quiseres,awansie,promoção
klavierstunden,aulas de piano,cydney,Cydney
eigennutz,interesse pessoal,mesa,bagunça
borns,nascidos,zaryzykował,arriscavam-
jedwede,nenhum,łotrem,vilão
quittiert,reconhecido,hubbard,Hubbard
rauszuziehen,tirar,unieszkodliwić,Descarte
dekadenz,decadência,dziewiątego,nono
heitert,Felicidades,podrzuciłem,joguei
hairy,peludo,twarzami,rostos
überschüttet,regado,związkami,compostos
dvd-player,leitor de DVD,wychodzące,extrovertido
untergebene,subordinar,biegły,proficiente
quantenphysik,física quântica,egan,Egan
leichenstarre,mortalmente rígida,afrykańskie,africano
entchen,patinho,więzów,títulos
rubicon,rubicon,loop,ciclo
washburn,Washburn,wykładowcą,conferencista
kinderkriegen,as crianças recebem,upozorował,falsificado
unbefugtes,não autorizado,doświadczyłam,com experiência
sonderbericht,relatório especial,uparcie,Teimosamente
weinstein,tártaro,weselem,o casamento
liebesbeziehung,relacionamento amoroso,wykryłem,detectei
bekleckert,bekleckert,odnajduje,achados
bärenhunger,tem fome,chinami,China
programmvorschau,visualização,aluzja,alusão
verbeugung,arco,głowe,sua cabeça
kinderlachen,kinderlachen,współlokatorkę,companheiro de quarto
purge,purga,zaprojektowana,projetado
couldn,couldn,mgłą,névoa
hochland,planalto,gajuszu,Gaius
heparin,heparina,trzymana,mantido
chaotischen,caótico,kłębek,bola
städter,citadino,zbędna,sem utilidade
rechtsberatung,aconselhamento jurídico,krążki,argolas
proudly,orgulhosamente,rzuty,lança
glockenspiel,carrilhões,weekly,semanalmente
exklusives,exclusivo,pobycie,ficar
schwenk,frigideira,upiera,insiste
endgültiges,final,materacu,colchão
lebenspartner,companheiro,polecieli,voou
yui,yui,nałożę,deitei
wizard,Mago,zechciej,deign
meene,Meene,prerii,pradaria
telefonkonferenz,conferência telefónica,piramidę,pirâmide
léna,Lena,pierogi,dumplings
platzes,"Lugar, colocar",bakersfield,bakersfield
woodbine,madressilva das boticas,dołączyłaś,você juntar
mantle,manto,usuwania,remoção
vineyard,Vinhedo,jeździli,Eles viajaram
leidner,Leidner,przeszukał,procurou
bestieg,Ascenso,narkoman,druggy
john-boys,john-boys,berman,Berman
bestform,Bestform,podziękowań,Obrigado
beruhigende,suavizante,portretu,retrato
ncls,NCLS,pożegnań,despedidas
rausfindest,fora achado,wspaniałości,esplendores
tagträume,sonhando acordado,kusić,tentado
hochspannung,alta voltagem,wyposażone,recurso
tweets,tweets,ogólniaku,ensino médio
marston,Marston,gospody,Hospitalidade
hypochonder,hipocondríaco,poświęcają,gasta
rülpser,arroto,nadarzy,nadarzy
seiteneingang,entrada lateral,deklarację,declaração
ruinierten,arruinado,żądzę,luxúria
sticks,Gravetos,przyśniło,sonhou
iñigo,iñigo,postawiliśmy,nós colocamos
paares,do casal,zadziwiający,surpreendente
feuerstein,pedra,bb,bb
shilo,Shilo,nawaliłeś,nawaliłeś
kataloge,catálogos,bankrutem,falido
lettland,Letônia,ustanowił,estabelecido
frans,Frans,schwartz,Schwartz
taka,taka,archibald,Archibald
arty,arty,przykuć,pegar
lozano,Lozano,donnell,donnell
umberto,Umberto,weather,clima
schweigeminute,um minuto de silêncio,timem,Tim
betriebsbereit,operacional,referencji,referências
bly,Bly,stefano,stefano
notfallwagen,carro de emergência,zdobywanie,conquistador
beeman,beeman,nance,Nance
slide,slide,waluta,moeda
northwestern,do noroeste,koete,KOEt
funkel,espumante,przeskoczył,saltou
delikatessen,Delicatessen,pochodziło,veio
thorsten,thorsten,spędzacie,você gasta
bengtzon,Bengtzon,twitter,Twitter
magoo,magoo,nosicie,vestem
mitgedacht,pensou ao longo,psychologicznych,psicológico
cd-player,tocador de CD,ochraniasz,-lo a proteger
schleppten,arrastados,pracodawcą,Empregador
öhm,ohm,poprę,eu irei ajudar
mannheim,Mannheim,wskażę,eu vou mostrar
aufgerollt,enrolado,indonezji,Indonésia
subtiler,sutil,wciągasz,você desenha
augenblicks,no momento seguinte,oszukiwania,trapaceando
auswaschen,desgastar,wysyłane,enviado
unerträglichen,insuportável,sprzymierzeńców,aliados
trällert,warbles,turcy,turcos
schauspielers,ator,kupowałam,Eu comprei
ahn,antepassado,osiągają,alcançar
polizeidienst,Departamento de Polícia,przyklad,exemplo
dirigiert,condutas,desperacja,desespero
jagdgewehr,rifle de caça,doświadczonym,com experiência
ausblenden,ocultar,dzieńdobry,Bom Dia
überhol,ultrapassando,uparci,teimoso
tokugawa,tokugawa,wezwą,chamada
sumida,sumida,wtyczki,plugs
underground,debaixo da terra,biegunka,diarréia
brauchbaren,utilizável,wyruszy,depart
beijing,beijing,klamki,alças
football-spieler,jogador de futebol,głownie,principalmente
porte,porte,przetłumaczone,traduzidos
promille,milésimo,psychozy,psicose
anseht,anseht,nutę,Nota
georgi,georgiano,g.i.,G. I.
fastfood,Comida rápida,obrazisz,insulto
sendern,transmissores,kwantowa,quantidade
sanftmütig,□ Gentil,optymizmu,otimismo
stabschefs,bar chefs,bunch,Monte
gummistiefel,botas de borracha,changa,chang
jacko,jacko,doglądać,vigiar
umgestoßen,derrubado,mags,revistas
träfe,se aplicaria,stwarzać,Criar
guardia,guardia,zabrałbym,Eu pegaria
amc,amc,ubranka,roupas
freiheitsberaubung,cárcere privado,uprowadził,raptada
klassifiziert,classificado,fm,fm
überdecken,cobrir,batmanem,homem Morcego
betatschen,pata,bezmyślne,irracional
beschränkten,limitado,komendzie,comando
schecter,schecter,odziedziczyła,herdou
devonshire,Devonshire,harmonogramu,cronograma
schlitzen,fenda,nikłe,Fracamente
reinbekommen,reinbekommen,stubbs,Stubbs
dynamite,dinamite,pogaduszek,conversa fiada
zuwachs,crescimento,posłuchałam,Eu ouvi
erforsche,explorar,spojrzeli,visto
unwahrscheinlichen,improvável,scyzoryk,canivete
eingeprägt,impresso,bąki,patilhas
messlatte,Barra,usterkę,defeituoso
sonntagnachmittag,tarde de domingo,ostrzegłem,eu avisei
krauss,Krauss,wymazane,apagados
bms,BMS,zgodziłby,concordar
verjährungsfrist,estátua de limitações,pazur,garra
staatsmann,político,rozstaw,espaçamento
verfügte,decretada,ufacie,Confiar em
memmen,covardes,maratonie,maratona
beobachtungsgabe,observação,kręgowy,espinhal
rosten,assar,garniak,garniak
gipfeltreffen,cume,sięgnie,alcançar
krell,Krell,ramiro,ramiro
taystee,Taystee,dolną,mais baixo
längeres,mais tempo,abla,abla
kahle,Careca,wypowiedziane,falada
landau,landó,przepchnąć,Empurre
shawna,shawna,chemioterapię,quimioterapia
seeluft,ar mar,wygłupiam,fooling
skilaufen,esquiar,utajnione,segredo
verflixter,desconcertado,tańczący,dançando
rains,chuvas,zwodzi,engana
straffreiheit,impunidade,towarzyszką,companheiro
hirogen,hirogens,zabawisz,alcatroado
rätsels,enigma,doznania,experiência
zusammentrommeln,angariar,wrodzony,inato
assassins,assassinos,malucha,criança pequena
sonstigen,outro,meteorytu,meteorito
raumfähre,nave espacial,płatka,floco de neve
belehrung,instrução,podpucha,pista falsa
phileas,phileas,najcenniejsze,mais valioso
beigesetzt,sepultado,siniaka,hematoma
tatet,mOSTROU,poszukiwaczem,buscador
fusionieren,merge,latarnią,lanterna
seitensprung,infidelidade,likier,licor
invasoren,invasores,sloana,Sloan
beschäftigten,empregado,clifton,Clifton
neary,Neary,wpadnijcie,soltar de
finnegan,Finnegan,fajowo,fajowo
deprimieren,deprimir,broniłeś,você defendeu
zurückschauen,olhe para trás,jump,pular
steuerst,assumir o controle,wołałem,chorei
fußmatte,esteira,polacy,poloneses
darauffolgenden,Segue,trav,trav
fälschte,falsificado,sterowni,ao controle
mieterin,inquilino,błękitnego,azul
naevia,naevia,oryginalnych,o original
unnütze,sem utilidade,wisiała,pendurado
tutu,tutu,wypędzić,expulsar
paarweise,pares,karp,carpa
grünkohl,Couve,ac,CA
gothams,Gotham,lilian,lilian
liebestrank,Poção do amor,przewidywalne,previsível
scheißtyp,porra cara,mads,Mads
mgm,MGM,naciskają,Aperte
rostige,oxidado,zawodowców,profissionais
wameru-forschungszentrum,Wameru-Research Center,obolały,dorido
pluspunkte,mais pontos,zaistnieć,vir a ser
bewegliche,portátil,nowojorskim,Nova york
verzwickt,complicado,usilnie,seriamente
muckis,músculos,godz,h
drankommen,off vindo,znęcał,Tormented
unschlüssig,indeciso,przytulania,abraçar
wegnimmst,remover,funkcjonują,função
kaltblütigen,a sangue frio,ignoruję,Eu ignoro
gifford,Gifford,rozlew,engarrafamento
bluto,bluto,born,nascermos
tobbe,Tobbe,marionetek,fantoches
mahmut,mahmut,zawiodło,fracassado
spezifischen,específico,zaprowadźcie,zaprowadźcie
ghostbusters,ghostbusters,kryjówek,hideouts
fairerweise,justiça,paplać,balbuciar
drogenhandels,tráfico de drogas,sięgać,vai
kundendienst,Atendimento ao Cliente,myslec,acho
tyree,tyree,low,baixo
sicherheitsverstoß,falha de segurança,grubasem,homem gordo
bucephalus,bucephalus,banner,bandeira
skeeter,Skeeter,bojowej,combate
knebeln,mordaça,ściągają,atrai
ahnungslosen,confiante,zapalaj,iluminado
ahnungslose,confiante,przestawał,contínuo
furchtloser,destemido,orgii,orgia
stopfst,estofamento,roznoszą,espalhar
duty,dever,bankowy,bancário
trachtet,procura,sztywniak,pooper
mecker,mecker,kochającym,amoroso
bancroft,Bancroft,wyścigowym,raça
sina,sina,wsiądziemy,Nós temos
bachmann,Bachmann,ziomków,conterrâneos
wohltätigen,caridoso,tac,bandejas
paz,paz,poufnych,confidencial
canfield,Canfield,zdolnego,capaz
tirol,Tirol,wyliże,lamber
und-und,e e,bańce,bolha
tierwelt,animais selvagens,ak-47,ak-47
montpellier,Montpellier,uderzona,acertar
zeitkapsel,cápsula do tempo,przygwoździć,alfinete
botanischen,botânico,opiekowałam,Cuidei
indiskretion,indiscrição,odliczać,deduzir
fastenzeit,quase na hora,gg,gg
anpfiff,começo,woz,carro
kean,Kean,skrótem,atalho
edelsteinen,pedras preciosas,odeśle,enviará
teenie,teenie,wypisany,descarregada
saftladen,suco de convidar,sahib,senhor em hindi
rassel,chocalho,bendera,bender
grundregel,regras básicas,garnki,jarras
befruchten,fertilizar,pęcherza,bexiga
sellars,sellars,poświeć,shine a
hochzeitsmarsch,marcha nupcial,umieli,capaz
erobere,conquistar,plastikowy,plástico
bangen,temer,majonezu,maionese
wirwerden,vamos,potwierdziliśmy,nós confirmamos
sponsern,patrocinador,wolnymi,gratuitamente
sterbender,Direção die,krytykiem,crítico
cannoli,cannoli,paląc,Palácio
quetsch,sair em jato,małpki,macacos
betrügerische,fraudulento,dola,destino
wegzugeben,doar,maze,Labirinto
farmhaus,casa de fazenda,gardzisz,desprezam
sao,sao,poślubienie,casar
tie,laço,reke,mão
aguirre,aguirre,porzuciłaś,você abandonou
zerteilt,peças,namierzają,rastrear
skandinavien,Escandinávia,poinformowani,informado
kopfzerbrechen,dores de cabeça,ściągnęłam,eu puxei
hierbleibt,aqui está,posuwał,mudou-se
lauschte,Ouvido,kapitalizm,capitalismo
gaukler,entertainer viajar,catering,refeições
granatwerfer,argamassa,dzie,vontade
vergeudung,desperdício,skupiamy,foco
trapez,trapézio,zaliczę,Exame
leichenschmaus,refeição funeral,dotykanie,comovente
ziegenmilch,leite de cabra,shepherda,pastor
sterile,estéril,śpiewka,música
einzuschleusen,infiltrar,regino,Regino
okkulte,oculto,braxton,Braxton
essensgeld,comer dinheiro,zaciągnąłeś,arrastados
literarischen,literário,wynosiła,estava
wooley,wooley,buntownikiem,rebelde
aufgeblasenen,inflado,pseudo,pseudo
hafenarbeiter,estivador,dziedziny,áreas
borgst,emprestar,krępować,embaraçar
laufwerk,dirigir,pereł,pérolas
warteschlange,fila,flaszkę,garrafa
verbranntes,queimado,wrzuci,lançar
reeve,gornir,obronię,defender
losfliegen,losfliegen,przeskok,pular
linde,Lima,rowniez,Além disso
tricksen,truque,wymieniają,intercâmbio
zugfahrt,viagem de trem,robote,tarefa
förderlich,conducente,wkurzam,"aborrecer, incomodar"
entblößen,nu,rozwodów,divórcio
stativ,tripé,dzielnice,distritos
abermals,outra vez,najciekawsze,o mais interessante
cthulhu,cthulhu,pozamykane,fechado
grüss,Grüß,rów,trincheira
doomsday,Apocalipse,garcii,Garcia
griechenlands,Grécia,chirurgiczny,cirúrgico
möbliert,mobiliado,zmieszać,misturar
unbeantwortet,sem resposta,uświadamiasz,Você se dá conta
having,tendo,umył,lavado
aufstellt,estabelece,zależny,dependente
mem,mem,moralnym,moral
brest,Brest,chorobowe,doença
abberline,abber linha,literą,carta
erwidere,responder,zarzuca,reclama
curtin,curtin,łajza,vagabundo
bok,bok,powstrzymuję,Estou segurando
privatgelände,Privado,corka,filha
posiert,posando,budowali,eles construíram
autobots,autobots,rozdarcie,rasgar
privilegierten,privilegiado,kirę,Kira
zusammentreiben,arredondar para cima,bufetu,café da manhã
henkel,lidar,wiozę,Eu estou transportando
buckman,Buckman,pozabijali,assassinado
willkürliche,arbitrário,obsesyjnie,obsessivamente
rüberschicken,Enviar,opętał,possesso
tendiert,tende,przedziału,faixa
miep,miep,maserati,maserati
huss,Huss,sportów,Esportes
übten,exercidos,zamiarach,intenções
scrubs,esfrega,boa,boa
poolhaus,casa com piscina,avi,avi
matsumoto,Matsumoto,stanowię,am um
verprügle,verprügle,macdonald,MacDonald
hereinlegen,vigarista,chick,pintinho
syrer,sírio,przylecieli,eles chegaram
angabe,especificação,doskonali,perfeito
edit,editar,zwabił,Lured
ubba,Ubba,f.b.i.,f.b.i.
oktoberfest,oktoberfest,jp,jp
sträuben,irritar,kapitanów,capitães
velrans,velrans,zakazać,proibir
spocks,Spock,faktury,faturas
irakischen,iraquiano,opowiedzcie,Contar
anbinden,ligação,pozwy,ações judiciais
klaustrophobisch,claustrofóbico,drzeć,tremer
zurückfällt,caindo para trás,keys,chaves
permanenten,permanente,korzenne,apimentado
lansing,Lansing,rytmie,ritmo
regler,regulador,postawą,atitude
dastehe,ficar lá,krucjaty,cruzada
zurückbringst,volta traga,podeszwy,solas
kale,couve,kieran,Kieran
gespickt,estudado,stresuję,estressado
campion,candelária,zostawic,sair
kippst,kippst,tępe,maçante
gabelung,forquilha,harker,Harker
fracking,fracking,00d7ff,00d7ff
gebürgt,Verificado,nieuchronnie,inevitavelmente
remake,refazer,nieuprzejme,rude
bits,pedaços,programach,programas
schlafzimmerfenster,janela do quarto,poinformowana,informado
capisce,capisce,specjalnymi,especial
mikrophon,microfone,gio,gio
hamlin,hamlin,ulży,aliviado
werkzeugkiste,Caixa de ferramentas,slow,palavras
macallan,Macallan,protokołów,protocolos
geschichtsbuch,livro de história,crowder,multidão
kleinkriegen,esmagar,górski,montanha
stream,Stream,urodzeni,nascermos
spaziere,passeio,narodowych,nacional
pistazien,pistachios,zapalniczki,mais leve
amüsanter,divertido,karteczki,Post-it
abgab,deram,wyprawiają,estão fazendo
lauda,lauda,tampa,Tampa
polizeiakte,Act polícia,ropucha,Sapo
dämme,isolante,uncji,onças
hergefunden,caminho aqui,neoo,neoo
reign,reinado,bąbel,bolha
verbuchen,publicar,potomkowie,posteridade
bracht,trouxeram,zdmuchnij,soprar
jenni,jenni,irlandzkie,irlandês
sachlage,situação,płatek,pétala
keyser,Keyser,drobnymi,pequena
resolution,resolução,pobito,espancado
kartentricks,Truques de cartas,motylek,borboleta
vogelhaus,Casa de passarinho,przekazałam,entreguei
sienna,sienna,bystrzy,esperto
